rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,time/fps,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/explained_variance
72.0,2048,-0.9084132142857142,327,1,6,,,,,,,,,,
72.0,4096,-0.9469274821428572,659,2,6,540,-6.615171957015991,0.034350805,0.529248046875,-0.06322908840375022,0.004055417350173229,0.2,0.0003,-0.1376490443944931,-1.1920928955078125e-07
72.0,6144,-0.939478882352941,989,3,6,550,-6.623712807893753,0.03462123,0.50341796875,-0.058901372301625086,0.005101547227968695,0.2,0.0003,-0.142367422580719,0.0
72.0,8192,-0.9380740599999998,1320,4,6,560,-6.615911458432675,0.035014845,0.523876953125,-0.061383085942361505,0.0033920428228157106,0.2,0.0003,-0.14265534281730652,0.0
72.0,10240,-0.9492747600000001,1648,5,6,570,-6.588785924017429,0.033876523,0.485009765625,-0.06064157110231463,0.0038230988015129697,0.2,0.0003,-0.12219005078077316,0.0
