rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/clip_fraction,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates
-1.0671935000000001,352,2048,5,72.0,1,,,,,,,,,,
-1.0593553392857142,723,4096,5,72.0,2,-7.684992763400078,0.619677734375,0.0043201045038586015,0.2,0.041838787,-0.19389843940734863,0.0056397318840026855,0.0003,-0.09038292305485811,220
-1.0552786588235294,1111,6144,5,72.0,3,-7.697321006655693,0.611474609375,0.005266397556260927,0.2,0.04038488,-0.17807118594646454,0.0,0.0003,-0.08765928015636745,230
-1.0578221700000001,1500,8192,5,72.0,4,-7.667481464147568,0.598583984375,0.005540968803688884,0.2,0.040198505,-0.17763328552246094,0.0,0.0003,-0.08484078532783315,240
-1.08640121,1892,10240,5,72.0,5,-7.639137923717499,0.6119140625,0.005585053563117981,0.2,0.040780883,-0.16380491852760315,0.0,0.0003,-0.0879910757590551,250
