#{"t_start": 1723467134.7938716, "env_id": "None"}
r,l,t
-1.351407,72,13.497899
-1.147751,72,25.634365
-1.027891,72,39.004615
-1.218249,72,52.650994
-1.210769,72,64.526198
-1.595676,72,74.952868
-1.779628,72,87.478367
-1.394208,72,100.463578
-1.230698,72,112.142027
-1.074382,72,126.283391
-1.099441,72,139.474894
-1.543509,72,152.68521
-1.969135,72,166.993959
-1.611347,72,180.531068
-0.964881,72,193.884442
-0.972497,72,206.093432
-0.884007,72,217.749564
-1.394092,72,228.470966
-1.215133,72,240.786327
-1.623474,72,253.435782
-1.379659,72,265.476642
-1.532127,72,277.958344
-1.497165,72,289.534212
-1.198806,72,303.364421
-1.736424,72,316.3998
-1.998725,72,326.85597
-1.274909,72,340.928887
-0.994833,72,355.001499
-1.04031,72,368.216233
-1.132334,72,383.141504
-0.963909,72,396.459461
-1.475945,72,408.499719
-1.54776,72,420.903717
-1.093893,72,435.917975
-0.829441,72,447.431935
-1.293812,72,462.124141
-1.088829,72,474.429687
-1.279343,72,487.377776
-1.730491,72,499.734304
-0.913918,72,514.489078
-1.146192,72,526.187099
-0.949419,72,539.698967
-1.574243,72,552.006604
-1.811912,72,567.4948
-1.198223,72,582.447803
-1.690573,72,595.970649
-0.961919,72,611.315503
-0.904525,72,625.299753
-1.872948,72,639.036693
-1.843627,72,652.352651
-1.249845,72,666.509098
-1.19541,72,681.084659
-2.479605,72,694.917675
-1.494356,72,709.854746
-1.080778,72,724.723343
-1.02567,72,739.133666
-0.961409,72,753.397643
-1.126657,72,768.019065
-1.125129,72,781.022079
-1.00513,72,795.115437
-1.172124,72,808.512128
-1.13897,72,820.354914
-1.15673,72,833.051969
-1.159339,72,844.497826
-2.003189,72,857.089738
-1.433597,72,871.118731
-1.279618,72,885.374145
-1.141739,72,897.99082
-1.991538,72,909.886112
-1.102734,72,925.287395
-1.466537,72,937.653779
-1.367709,72,951.566807
-1.81995,72,962.168395
-1.254465,72,975.13305
-1.034384,72,989.786912
-1.220754,72,1000.865978
-1.333134,72,1015.359566
-0.804012,72,1029.689726
-1.394398,72,1042.881876
-1.115357,72,1058.362842
-0.993836,72,1070.561638
-1.008984,72,1085.273818
-1.396847,72,1100.189017
-1.162519,72,1116.837926
-1.538734,72,1131.767781
-0.863282,72,1147.347013
-1.139749,72,1158.43023
-1.474047,72,1173.1245
-1.385874,72,1186.363061
-1.620002,72,1197.036257
-1.131787,72,1209.033769
-1.885212,72,1220.501503
-1.553282,72,1232.319716
-1.363617,72,1245.411999
-1.529167,72,1256.833359
-1.30598,72,1267.940021
-1.57835,72,1279.643973
-1.292888,72,1293.551054
-1.191068,72,1307.207995
-0.886401,72,1320.019844
-1.203893,72,1333.856228
-1.22447,72,1347.870161
-1.819105,72,1361.239866
-1.377705,72,1373.393868
-1.583352,72,1386.423105
-1.461104,72,1398.536856
-0.927639,72,1412.735318
-1.436414,72,1426.105295
-1.031774,72,1439.826187
-1.448394,72,1451.516311
-0.936146,72,1462.332215
-1.509861,72,1475.088032
-1.287431,72,1490.053671
-0.905957,72,1504.069039
-1.282549,72,1515.626677
-1.941661,72,1531.727517
-1.525769,72,1545.350224
-1.174348,72,1560.607176
-0.930862,72,1572.384893
-0.953028,72,1585.680486
-1.304772,72,1597.841821
-1.995104,72,1609.245779
-0.947656,72,1623.171455
-1.128139,72,1635.791374
-0.989824,72,1651.2382
-1.929736,72,1665.625741
-0.974303,72,1681.191151
-0.944265,72,1693.961185
-2.220577,72,1708.500047
-1.124009,72,1722.526467
-1.403655,72,1736.836711
-1.206635,72,1750.841933
-1.465798,72,1765.015206
