#{"t_start": 1723481831.1462672, "env_id": "None"}
r,l,t
-1.041109,72,14.354781
-0.848329,72,27.279332
-1.075533,72,42.00774
-0.898265,72,54.240559
-1.051689,72,66.490593
-1.206822,72,80.27922
-0.847458,72,92.309032
-0.839154,72,105.006855
-0.990415,72,119.14606
-0.813388,72,132.256214
-0.873507,72,145.169288
-1.121114,72,159.263255
-0.910279,72,170.391785
-0.890356,72,182.571772
-0.828398,72,197.36568
-1.420327,72,213.191032
-0.800016,72,225.141191
-0.844285,72,238.442337
-0.884984,72,253.933962
-1.085187,72,268.557854
-0.787278,72,281.651226
-0.841609,72,293.377784
-1.033966,72,305.092283
-1.192971,72,320.628578
-1.106344,72,336.412718
-0.978832,72,352.74105
-0.906462,72,369.120301
-1.035241,72,383.210715
-0.803084,72,399.744135
-1.296501,72,415.616771
-1.260068,72,430.543517
-1.362174,72,445.366086
-1.102016,72,460.006156
-0.954986,72,475.733426
-0.943547,72,488.402642
-1.323595,72,504.334692
-1.120668,72,518.216377
-0.733245,72,532.23276
-1.056581,72,548.374832
-0.89289,72,564.937734
-0.910846,72,580.695994
-1.216142,72,596.020584
-1.155629,72,612.805838
-0.80327,72,627.368538
-0.830542,72,642.347259
-0.935618,72,657.061395
-1.198233,72,672.95421
-0.930854,72,688.255011
-0.93667,72,704.032065
-0.786897,72,719.549937
-1.025726,72,734.26169
-1.700772,72,747.638864
-0.939494,72,762.104532
-1.304849,72,776.767092
-1.17538,72,791.213434
-1.159638,72,808.47834
-1.639094,72,826.555167
-0.934607,72,839.427456
-1.179467,72,855.157193
-0.896792,72,869.88491
-0.805297,72,885.0003
-1.309404,72,901.03808
-0.868318,72,915.979675
-0.859215,72,929.262043
-0.82244,72,946.561833
-0.850687,72,962.868147
-1.405479,72,977.975042
-0.924395,72,992.271803
