#{"t_start": 1724186568.703731, "env_id": "None"}
r,l,t
-0.996278,72,30.622864
-0.808753,72,61.335202
-1.058545,72,86.814992
-0.963676,72,115.352141
-0.654206,72,141.102389
-0.81872,72,168.400691
-0.764059,72,189.989823
-0.691879,72,214.208188
-1.354748,72,238.967008
-0.778027,72,266.241956
-0.686804,72,296.434627
-0.808831,72,321.733862
-0.91938,72,350.425095
-1.217548,72,379.439641
-0.640218,72,400.983237
-0.741029,72,425.510692
-1.058988,72,448.935914
-0.633794,72,475.36606
-0.696149,72,502.593909
-0.903718,72,532.093157
-0.674561,72,558.509911
-0.616106,72,585.165401
-0.749125,72,612.480253
-0.778274,72,642.008412
-0.884821,72,665.524509
-0.800221,72,689.32375
-0.9776,72,716.302524
-0.658154,72,742.208225
-0.681315,72,766.961939
-0.775492,72,791.767451
-0.777647,72,817.054275
-0.740202,72,846.910401
-0.884399,72,875.218412
-0.861541,72,905.473809
-0.973254,72,929.643662
-0.759609,72,954.526889
-0.66073,72,981.926474
-1.034248,72,1005.323988
-0.852039,72,1030.036481
-0.72425,72,1058.171481
-1.087848,72,1084.160975
-0.720522,72,1104.89372
-1.067948,72,1131.689919
-0.693716,72,1159.82557
-0.837253,72,1189.935762
-0.998606,72,1215.129014
-0.73831,72,1241.186998
-0.8486,72,1263.43524
-0.926022,72,1289.57069
-0.648314,72,1313.793561
-0.73654,72,1335.805847
-0.758258,72,1356.770845
-1.082107,72,1381.818755
-0.859337,72,1410.926502
-0.843423,72,1435.005683
-0.704991,72,1461.964555
-0.75743,72,1489.494543
-0.689843,72,1516.652116
-0.839381,72,1543.082435
-0.677857,72,1572.171968
-0.85746,72,1599.326277
-0.647271,72,1625.371711
-0.997007,72,1654.677421
-0.778614,72,1681.606417
-1.014786,72,1706.843186
-0.861876,72,1734.560563
-0.674348,72,1760.032975
-0.63129,72,1786.986352
-0.62673,72,1816.313088
-0.780116,72,1842.71144
-0.829131,72,1864.921873
-0.932535,72,1892.384532
-0.789036,72,1920.82116
-0.906919,72,1945.532643
-0.939786,72,1973.256767
-0.88333,72,1996.920014
-0.76847,72,2021.008253
-0.659724,72,2045.137329
-0.71804,72,2068.240186
-0.771964,72,2093.380394
-1.167883,72,2122.052378
-0.776888,72,2148.075433
-0.917551,72,2177.970988
-0.858262,72,2206.846568
-0.92478,72,2229.161314
-1.028647,72,2256.990774
-0.8375,72,2281.90167
-0.976538,72,2307.301229
-0.922525,72,2334.594309
-0.961633,72,2360.698231
-1.063894,72,2389.247058
-0.770923,72,2412.996744
-0.786632,72,2439.459123
-0.728869,72,2468.550115
-0.745994,72,2496.473101
-1.050576,72,2525.382833
-0.74769,72,2549.471086
-1.118455,72,2578.456076
-0.795907,72,2600.667003
-0.580432,72,2623.772278
-0.768756,72,2644.331772
-0.71613,72,2665.421632
-1.370343,72,2688.731161
-0.790363,72,2712.744807
-0.765189,72,2742.668923
-0.859477,72,2772.55825
-0.820236,72,2802.032465
-0.898965,72,2829.426797
-0.917078,72,2855.090997
-0.725637,72,2878.612729
-0.739059,72,2906.19426
-0.650926,72,2930.811108
-0.774138,72,2962.473667
-0.873787,72,2991.520759
-1.005881,72,3020.318584
-0.737582,72,3042.357697
-0.822134,72,3072.918886
-1.046427,72,3102.686785
-0.842124,72,3131.59405
-0.810616,72,3159.554362
-0.867346,72,3185.973508
-1.05944,72,3211.375453
-0.675281,72,3236.208396
-0.739259,72,3263.326052
-0.804561,72,3288.607384
-0.70887,72,3315.291625
-0.740113,72,3338.37852
-0.84441,72,3367.654092
-0.73431,72,3389.665672
-0.731785,72,3414.13829
-0.718053,72,3436.931697
-1.25034,72,3466.449144
-0.731445,72,3496.866432
-0.691723,72,3524.049074
-0.764401,72,3553.911866
-0.89249,72,3578.655244
-0.811039,72,3600.682534
-1.001675,72,3627.324327
-0.920436,72,3655.499435
-0.911073,72,3683.719394
-0.676926,72,3705.68019
-0.95062,72,3732.858739
-0.770976,72,3756.726879
-0.695064,72,3786.035538
-0.991993,72,3811.967602
-0.624261,72,3833.214831
-0.839817,72,3860.753099
-0.844656,72,3889.076878
-0.648528,72,3916.581761
-0.816788,72,3943.051076
-0.747075,72,3966.455052
-0.838471,72,3991.894096
-0.898701,72,4022.444224
-0.878759,72,4052.843075
-0.737169,72,4076.605954
-0.821348,72,4101.026661
-0.87464,72,4132.396083
-0.896251,72,4156.69552
-0.763288,72,4183.024986
-0.659998,72,4204.8252
-0.662267,72,4226.210535
-0.69062,72,4253.77499
-0.631601,72,4280.727181
-0.824777,72,4305.527236
-0.831096,72,4330.683489
-0.842943,72,4360.370109
-0.897601,72,4385.301454
-0.928327,72,4412.957986
-0.799521,72,4441.188472
-0.614463,72,4468.522186
-0.913354,72,4497.099985
-0.75079,72,4526.328139
-0.794583,72,4555.308509
-0.919952,72,4585.794846
-0.659431,72,4608.410095
-0.762417,72,4632.724015
-0.893465,72,4659.624987
-0.681091,72,4687.561397
-0.761672,72,4715.692659
-0.837488,72,4741.268636
-1.025975,72,4769.165313
-0.716848,72,4790.169009
-1.033392,72,4819.950894
-0.880373,72,4847.347666
-0.775149,72,4878.276978
-0.729222,72,4906.213339
-0.697039,72,4929.904078
-0.786708,72,4953.760116
-0.841187,72,4983.984445
-1.228705,72,5007.293353
-0.751793,72,5031.16618
-0.952508,72,5059.692291
-0.94298,72,5085.296652
-0.848025,72,5106.194733
-0.848,72,5135.147368
-1.217819,72,5163.899157
-0.887078,72,5191.908712
-1.066673,72,5219.931032
-1.424221,72,5248.434727
-0.902596,72,5272.827839
-0.728542,72,5293.999768
-0.778145,72,5322.951261
-0.773946,72,5349.841647
-0.692064,72,5375.957187
-0.696702,72,5398.202456
-0.9073,72,5423.683444
-0.75483,72,5448.057605
-0.935749,72,5476.15229
-0.840688,72,5504.466073
-0.992799,72,5529.787656
-0.801721,72,5555.859565
-0.924656,72,5580.538318
-0.813016,72,5604.037214
-0.689957,72,5630.590127
-0.915889,72,5655.028661
-0.861904,72,5686.131694
-0.873677,72,5713.205846
-0.983433,72,5742.264791
-1.084435,72,5770.87759
-0.755452,72,5793.971824
-1.205317,72,5819.041466
-0.841671,72,5846.691283
-0.733754,72,5873.569541
-0.821016,72,5900.886363
-0.675218,72,5931.152528
-0.916939,72,5959.729477
-0.718995,72,5982.396219
-1.176377,72,6005.409707
-0.912283,72,6030.86864
-0.884665,72,6060.623151
-0.807808,72,6084.005819
-0.714687,72,6109.133145
-0.882015,72,6137.507617
-1.06592,72,6164.674035
-1.36339,72,6189.907428
-0.84203,72,6217.281652
-0.751003,72,6239.457607
-0.753252,72,6264.010301
-1.085625,72,6291.932135
-0.820766,72,6313.53863
-0.88743,72,6343.534992
-0.686373,72,6370.045958
-1.141747,72,6398.246775
-0.692102,72,6428.198581
-0.978931,72,6455.210048
-0.960586,72,6475.482583
-0.709054,72,6497.870166
-1.024841,72,6523.997078
-0.953145,72,6555.357075
-0.750627,72,6580.280326
-0.656002,72,6604.944494
-1.098144,72,6633.870229
-0.735194,72,6655.965329
-0.824663,72,6682.685365
-0.762859,72,6712.203152
-0.751779,72,6739.842542
-0.702545,72,6762.672798
-1.230686,72,6787.353391
-0.820334,72,6817.04059
-0.705694,72,6839.130797
-0.814966,72,6863.162256
-1.536949,72,6890.974694
-0.728882,72,6915.060467
-0.819404,72,6942.1059
-0.686152,72,6969.949777
-0.708407,72,6993.088361
-0.741219,72,7018.884577
-0.647033,72,7048.562121
-0.824971,72,7076.090388
-0.772326,72,7104.413187
-0.680123,72,7130.839478
-0.731258,72,7157.093891
-1.070174,72,7184.544938
-0.875269,72,7214.172837
-0.767957,72,7242.465671
-0.734503,72,7267.7787
-0.748711,72,7289.342412
-0.709373,72,7314.223631
-0.716896,72,7339.663119
-0.76512,72,7370.597449
-0.889874,72,7400.781917
-1.418897,72,7428.720747
-0.726448,72,7452.872843
-0.747031,72,7483.022769
-0.797137,72,7513.358339
-1.020304,72,7536.545766
-0.837469,72,7563.396483
-0.805187,72,7593.802708
-0.637242,72,7622.788036
-0.673211,72,7644.195488
-0.892489,72,7670.126919
-0.803238,72,7694.11633
-0.842196,72,7724.73311
-0.80884,72,7751.354831
-1.096398,72,7775.359875
-0.902299,72,7803.405755
-0.757355,72,7829.628091
-0.690271,72,7858.976763
