rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/total_timesteps,train/critic_loss,time/episodes,train/n_updates
-0.7743445699999999,72.0,4,4205,0.0003,1187.41650390625,16992,713.6220703125,236,16891
-0.7779451499999999,72.0,4,4283,0.0003,1184.0892333984375,17280,1288.0401611328125,240,17179
-0.79087645,72.0,4,4366,0.0003,1119.9368896484375,17568,1862.0181884765625,244,17467
-0.76819712,72.0,4,4446,0.0003,1159.6422119140625,17856,1374.732177734375,248,17755
-0.7887393199999999,72.0,4,4531,0.0003,1167.47509765625,18144,926.7144775390625,252,18043
-0.7808174699999999,72.0,3,4615,0.0003,1139.22607421875,18432,374.21502685546875,256,18331
-0.8018703,72.0,3,4697,0.0003,1133.8709716796875,18720,420.9573974609375,260,18619
-0.7768499500000003,72.0,3,4771,0.0003,1169.55908203125,19008,4305.32568359375,264,18907
-0.7704848200000001,72.0,3,4853,0.0003,1128.7220458984375,19296,689.3212890625,268,19195
-0.7672476600000002,72.0,3,4929,0.0003,1133.0107421875,19584,1601.2596435546875,272,19483
-0.7747172599999999,72.0,3,5008,0.0003,1137.5419921875,19872,1472.073486328125,276,19771
-0.74596332,72.0,3,5082,0.0003,1117.974853515625,20160,594.5845947265625,280,20059
-0.72579956,72.0,3,5163,0.0003,1075.317138671875,20448,774.378662109375,284,20347
-0.71822457,72.0,3,5230,0.0003,1098.7691650390625,20736,2412.80322265625,288,20635
-0.69862774,72.0,3,5304,0.0003,1061.2559814453125,21024,443.0968933105469,292,20923
-0.6910589199999998,72.0,3,5368,0.0003,1092.99658203125,21312,389.1260986328125,296,21211
-0.684161,72.0,3,5448,0.0003,1076.1634521484375,21600,533.05078125,300,21499
-0.6897144300000001,72.0,3,5531,0.0003,1025.894287109375,21888,958.6322631835938,304,21787
-0.7050655900000002,72.0,3,5622,0.0003,1064.5341796875,22176,712.8118896484375,308,22075
-0.7219911699999999,72.0,3,5706,0.0003,972.5523071289062,22464,2497.40771484375,312,22363
-0.72348287,72.0,3,5792,0.0003,1058.607421875,22752,82.05120849609375,316,22651
-0.7237526,72.0,3,5880,0.0003,1008.1534423828125,23040,1256.115478515625,320,22939
-0.72247175,72.0,3,5965,0.0003,1049.1322021484375,23328,464.0326843261719,324,23227
-0.7260829200000001,72.0,3,6051,0.0003,1000.6688842773438,23616,509.8060302734375,328,23515
-0.7378261599999998,72.0,3,6133,0.0003,1015.9117431640625,23904,413.31036376953125,332,23803
-0.75129862,72.0,3,6215,0.0003,1013.8594970703125,24192,49.589481353759766,336,24091
-0.7560723999999999,72.0,3,6296,0.0003,1002.3426513671875,24480,876.2647705078125,340,24379
-0.7437718400000002,72.0,3,6376,0.0003,975.4918823242188,24768,73.64935302734375,344,24667
-0.7413055700000001,72.0,3,6448,0.0003,968.3558349609375,25056,408.0913391113281,348,24955
-0.7251981700000001,72.0,3,6534,0.0003,991.5419921875,25344,591.5369262695312,352,25243
-0.7383295999999998,72.0,3,6634,0.0003,954.937744140625,25632,127.15933227539062,356,25531
-0.7351292100000001,72.0,3,6720,0.0003,937.75439453125,25920,229.52020263671875,360,25819
-0.7590790300000001,72.0,3,6801,0.0003,955.0824584960938,26208,364.9696044921875,364,26107
-0.7555378,72.0,3,6880,0.0003,947.427734375,26496,421.8919372558594,368,26395
-0.75877873,72.0,3,6957,0.0003,926.3267211914062,26784,352.03717041015625,372,26683
-0.7503022600000001,72.0,3,7043,0.0003,932.2969970703125,27072,911.9542236328125,376,26971
-0.7523918399999998,72.0,3,7120,0.0003,897.5640869140625,27360,364.94708251953125,380,27259
-0.76276885,72.0,3,7202,0.0003,925.6019287109375,27648,101.18354797363281,384,27547
-0.77316245,72.0,3,7287,0.0003,904.0678100585938,27936,121.97734069824219,388,27835
-0.7849016,72.0,3,7368,0.0003,910.7167358398438,28224,99.14965057373047,392,28123
-0.8018396199999998,72.0,3,7450,0.0003,909.7201538085938,28512,294.18695068359375,396,28411
-0.8267429499999999,72.0,3,7535,0.0003,902.5337524414062,28800,100.5417251586914,400,28699
-0.79594262,72.0,3,7619,0.0003,878.5040283203125,29088,184.05328369140625,404,28987
-0.7900197599999998,72.0,3,7701,0.0003,882.68310546875,29376,171.03802490234375,408,29275
-0.7971546100000001,72.0,3,7820,0.0003,853.7374877929688,29664,146.5986328125,412,29563
-0.8036615500000001,72.0,3,7903,0.0003,871.1758422851562,29952,25.221115112304688,416,29851
-0.7872482399999999,72.0,3,7989,0.0003,858.3458251953125,30240,47.2455940246582,420,30139
-0.7778634899999999,72.0,3,8074,0.0003,854.5784301757812,30528,31.8791561126709,424,30427
-0.79708979,72.0,3,8200,0.0003,816.386474609375,30816,250.69268798828125,428,30715
-0.78257785,72.0,3,8293,0.0003,830.697265625,31104,30.630434036254883,432,31003
-0.7600592600000001,72.0,3,8375,0.0003,836.473388671875,31392,216.31430053710938,436,31291
-0.75759538,72.0,3,8465,0.0003,818.246337890625,31680,26.673154830932617,440,31579
-0.79455445,72.0,3,8546,0.0003,816.1229248046875,31968,173.8738250732422,444,31867
-0.8216992499999999,72.0,3,8631,0.0003,828.3267211914062,32256,57.94712448120117,448,32155
-0.84940777,72.0,3,8723,0.0003,816.9182739257812,32544,38.8060417175293,452,32443
-0.8464878900000001,72.0,3,8810,0.0003,803.8377075195312,32832,151.3645477294922,456,32731
-0.8393440399999998,72.0,3,8893,0.0003,795.2044067382812,33120,28.189037322998047,460,33019
-0.8217348999999998,72.0,3,8973,0.0003,799.2523193359375,33408,31.369510650634766,464,33307
-0.8201510000000002,72.0,3,9055,0.0003,810.6187744140625,33696,31.794721603393555,468,33595
-0.8141707699999999,72.0,3,9136,0.0003,784.8212890625,33984,16.548057556152344,472,33883
-0.8249790899999998,72.0,3,9213,0.0003,766.980224609375,34272,7.618200302124023,476,34171
-0.83088667,72.0,3,9288,0.0003,785.3841552734375,34560,29.215133666992188,480,34459
-0.8302234599999998,72.0,3,9376,0.0003,741.4893798828125,34848,364.24462890625,484,34747
-0.81367073,72.0,3,9444,0.0003,778.7886962890625,35136,44.71730422973633,488,35035
-0.8019866799999998,72.0,3,9530,0.0003,776.73681640625,35424,20.169483184814453,492,35323
-0.8087698900000001,72.0,3,9611,0.0003,754.2604370117188,35712,9.592549324035645,496,35611
-0.8018280200000001,72.0,3,9692,0.0003,741.8958129882812,36000,60.95014572143555,500,35899
-0.8174684199999999,72.0,3,9776,0.0003,750.8963623046875,36288,11.308671951293945,504,36187
-0.8068151199999999,72.0,3,9846,0.0003,739.8369750976562,36576,31.415910720825195,508,36475
-0.8081878599999999,72.0,3,9925,0.0003,735.79931640625,36864,23.45915985107422,512,36763
-0.8195363799999997,72.0,3,10011,0.0003,705.9052734375,37152,37.205238342285156,516,37051
-0.8480728200000001,72.0,3,10108,0.0003,743.5325927734375,37440,23.48354148864746,520,37339
-0.88091932,72.0,3,10188,0.0003,713.3538818359375,37728,25.726564407348633,524,37627
-0.8547291200000001,72.0,3,10282,0.0003,710.8233642578125,38016,20.620746612548828,528,37915
-0.8692229200000001,72.0,3,10369,0.0003,710.0347290039062,38304,15.955840110778809,532,38203
-0.8679803000000001,72.0,3,10453,0.0003,718.2695922851562,38592,7.654670715332031,536,38491
-0.87664495,72.0,3,10540,0.0003,694.0546875,38880,9.106014251708984,540,38779
-0.8279100699999999,72.0,3,10620,0.0003,705.5682373046875,39168,10.248096466064453,544,39067
-0.8272420799999999,72.0,3,10712,0.0003,702.3480224609375,39456,13.20931625366211,548,39355
-0.8203536000000001,72.0,3,10793,0.0003,688.1407470703125,39744,25.020355224609375,552,39643
-0.81775138,72.0,3,10871,0.0003,702.5419921875,40032,5.982149124145508,556,39931
-0.83000708,72.0,3,10972,0.0003,689.4187622070312,40320,21.022300720214844,560,40219
-0.8491371999999999,72.0,3,11057,0.0003,667.08935546875,40608,16.789615631103516,564,40507
-0.84856177,72.0,3,11138,0.0003,675.8765869140625,40896,30.972169876098633,568,40795
-0.87008296,72.0,3,11231,0.0003,650.6851196289062,41184,39.20671844482422,572,41083
-0.8581170899999999,72.0,3,11316,0.0003,669.947998046875,41472,18.08504867553711,576,41371
-0.85308005,72.0,3,11397,0.0003,662.3013916015625,41760,21.15134048461914,580,41659
-0.8639397300000001,72.0,3,11483,0.0003,608.0640869140625,42048,3866.787841796875,584,41947
-0.87825475,72.0,3,11578,0.0003,663.1065673828125,42336,3.70011568069458,588,42235
-0.87979809,72.0,3,11669,0.0003,656.741455078125,42624,30.042858123779297,592,42523
-0.8698193899999999,72.0,3,11752,0.0003,632.2252197265625,42912,12.891996383666992,596,42811
-0.8746221300000001,72.0,3,11838,0.0003,654.146484375,43200,63.13878631591797,600,43099
-0.8837031599999999,72.0,3,11932,0.0003,628.4043579101562,43488,8.656538009643555,604,43387
-0.8860196499999999,72.0,3,12017,0.0003,624.8927001953125,43776,6.542654991149902,608,43675
-0.85449507,72.0,3,12100,0.0003,616.1704711914062,44064,6.906612873077393,612,43963
-0.8202682300000003,72.0,3,12183,0.0003,620.4910888671875,44352,4.832510471343994,616,44251
-0.7975955900000001,72.0,3,12274,0.0003,627.8490600585938,44640,8.26756477355957,620,44539
-0.7621849199999999,72.0,3,12353,0.0003,623.63427734375,44928,11.568838119506836,624,44827
-0.7648850800000001,72.0,3,12438,0.0003,601.8087768554688,45216,8.483968734741211,628,45115
-0.7575645699999999,72.0,3,12528,0.0003,619.3359985351562,45504,21.20331573486328,632,45403
-0.75753138,72.0,3,12606,0.0003,603.16552734375,45792,1.538778305053711,636,45691
-0.7495469200000001,72.0,3,12696,0.0003,606.3739624023438,46080,19.486303329467773,640,45979
-0.77706218,72.0,3,12786,0.0003,601.0698852539062,46368,9.894603729248047,644,46267
-0.7705136300000001,72.0,3,12868,0.0003,599.1864624023438,46656,4.786561965942383,648,46555
-0.7539146200000001,72.0,3,12959,0.0003,596.2113647460938,46944,28.453353881835938,652,46843
-0.7575031499999999,72.0,3,13051,0.0003,582.8678588867188,47232,18.80921745300293,656,47131
-0.7524591199999999,72.0,3,13141,0.0003,580.7183227539062,47520,59.98579788208008,660,47419
-0.7451349999999999,72.0,3,13226,0.0003,566.283203125,47808,20.161151885986328,664,47707
-0.7721771700000001,72.0,3,13319,0.0003,577.5556640625,48096,34.46895217895508,668,47995
-0.75015828,72.0,3,13409,0.0003,566.627197265625,48384,8.76346206665039,672,48283
-0.7504666999999999,72.0,3,13490,0.0003,556.2821044921875,48672,12.26698112487793,676,48571
-0.76133313,72.0,3,13575,0.0003,574.9327392578125,48960,30.26225471496582,680,48859
-0.74150328,72.0,3,13666,0.0003,560.361083984375,49248,23.89051055908203,684,49147
-0.71285673,72.0,3,13752,0.0003,552.2615966796875,49536,14.257731437683105,688,49435
-0.7170469899999999,72.0,3,13832,0.0003,550.2970581054688,49824,43.499977111816406,692,49723
-0.7211435399999999,72.0,3,13910,0.0003,542.430908203125,50112,20.63756561279297,696,50011
-0.7031571300000001,72.0,3,13994,0.0003,541.2682495117188,50400,13.466068267822266,700,50299
-0.7103663400000002,72.0,3,14081,0.0003,541.06640625,50688,9.264007568359375,704,50587
-0.7007435699999999,72.0,3,14167,0.0003,516.06591796875,50976,9.008255004882812,708,50875
-0.72571892,72.0,3,14248,0.0003,532.301025390625,51264,12.57225513458252,712,51163
-0.7431876799999999,72.0,3,14331,0.0003,540.1983032226562,51552,7.160057067871094,716,51451
-0.7465553999999999,72.0,3,14409,0.0003,507.76617431640625,51840,1.6158015727996826,720,51739
-0.75832387,72.0,3,14494,0.0003,513.6211547851562,52128,11.222811698913574,724,52027
-0.76403331,72.0,3,14588,0.0003,501.87335205078125,52416,15.341760635375977,728,52315
-0.7644670599999999,72.0,3,14674,0.0003,508.02032470703125,52704,10.586726188659668,732,52603
-0.7868756599999999,72.0,3,14762,0.0003,502.5432434082031,52992,3.917046546936035,736,52891
-0.77463635,72.0,3,14853,0.0003,496.8451232910156,53280,3.794607639312744,740,53179
-0.7686204099999999,72.0,3,14942,0.0003,509.64910888671875,53568,9.776578903198242,744,53467
-0.7811935299999999,72.0,3,15022,0.0003,494.9897766113281,53856,32.57264709472656,748,53755
-0.81810353,72.0,3,15113,0.0003,502.5146179199219,54144,5.141445159912109,752,54043
-0.8194143899999999,72.0,3,15196,0.0003,483.2073974609375,54432,15.3431396484375,756,54331
-0.8215721699999997,72.0,3,15293,0.0003,484.7676696777344,54720,16.547243118286133,760,54619
-0.82700666,72.0,3,15371,0.0003,484.7198791503906,55008,9.988265991210938,764,54907
-0.7943892799999998,72.0,3,15468,0.0003,482.757080078125,55296,16.73785972595215,768,55195
-0.8200378599999999,72.0,3,15562,0.0003,481.98638916015625,55584,2.0753250122070312,772,55483
-0.8388626699999999,72.0,3,15652,0.0003,482.1993103027344,55872,8.112808227539062,776,55771
-0.8217501,72.0,3,15735,0.0003,467.51739501953125,56160,6.982954025268555,780,56059
-0.8179609600000001,72.0,3,15823,0.0003,459.0920715332031,56448,19.460548400878906,784,56347
-0.83478095,72.0,3,15914,0.0003,456.09014892578125,56736,19.686803817749023,788,56635
-0.84753873,72.0,3,15998,0.0003,464.50897216796875,57024,17.874462127685547,792,56923
-0.8391079299999998,72.0,3,16073,0.0003,445.48016357421875,57312,4.740030288696289,796,57211
-0.84289673,72.0,3,16164,0.0003,442.75177001953125,57600,9.1673583984375,800,57499
-0.81293099,72.0,3,16254,0.0003,447.38092041015625,57888,7.352991104125977,804,57787
-0.8155550299999998,72.0,3,16336,0.0003,441.6606140136719,58176,17.184982299804688,808,58075
-0.8083353199999999,72.0,3,16419,0.0003,451.0848388671875,58464,24.536270141601562,812,58363
-0.79589168,72.0,3,16506,0.0003,441.46673583984375,58752,8.845697402954102,816,58651
-0.77895543,72.0,3,16600,0.0003,441.6398620605469,59040,1.0561603307724,820,58939
-0.7885736600000003,72.0,3,16687,0.0003,438.4513854980469,59328,12.10917854309082,824,59227
-0.7935712400000002,72.0,3,16767,0.0003,429.10443115234375,59616,20.79157829284668,828,59515
-0.7847488500000002,72.0,3,16851,0.0003,438.28955078125,59904,12.097972869873047,832,59803
-0.7599905699999999,72.0,3,16928,0.0003,417.9301452636719,60192,18.669292449951172,836,60091
-0.7692679200000001,72.0,3,17014,0.0003,430.5401611328125,60480,33.68487548828125,840,60379
-0.7833618899999999,72.0,3,17096,0.0003,416.8440246582031,60768,35.221343994140625,844,60667
-0.7740544199999999,72.0,3,17182,0.0003,423.8050537109375,61056,15.789628982543945,848,60955
-0.73656348,72.0,3,17275,0.0003,412.4635314941406,61344,23.250890731811523,852,61243
-0.7306440300000001,72.0,3,17372,0.0003,418.5497741699219,61632,32.85737609863281,856,61531
-0.7521723599999999,72.0,3,17467,0.0003,406.2182312011719,61920,21.109329223632812,860,61819
-0.75376601,72.0,3,17552,0.0003,402.15374755859375,62208,23.9158878326416,864,62107
-0.7522715699999999,72.0,3,17638,0.0003,407.8772888183594,62496,13.51003360748291,868,62395
-0.7510706899999998,72.0,3,17730,0.0003,398.55224609375,62784,12.35505199432373,872,62683
-0.7380163999999999,72.0,3,17810,0.0003,402.5511474609375,63072,1.6394696235656738,876,62971
-0.7527324299999999,72.0,3,17894,0.0003,394.0756530761719,63360,10.69654655456543,880,63259
-0.76393059,72.0,3,17971,0.0003,379.72235107421875,63648,2.6748766899108887,884,63547
-0.7833268699999999,72.0,3,18043,0.0003,389.2774963378906,63936,7.177250862121582,888,63835
-0.7661644200000001,72.0,3,18133,0.0003,382.5510559082031,64224,25.83368492126465,892,64123
-0.7709947800000001,72.0,3,18225,0.0003,387.79241943359375,64512,3.261601686477661,896,64411
-0.80069203,72.0,3,18307,0.0003,374.89801025390625,64800,20.71576690673828,900,64699
-0.8233123299999999,72.0,3,18392,0.0003,379.1165771484375,65088,23.285152435302734,904,64987
-0.85009056,72.0,3,18473,0.0003,371.83465576171875,65376,7.956430435180664,908,65275
-0.8706958499999999,72.0,3,18550,0.0003,371.40911865234375,65664,11.177645683288574,912,65563
-0.8637650699999999,72.0,3,18634,0.0003,365.0265197753906,65952,4.401762962341309,916,65851
-0.8795690300000001,72.0,3,18720,0.0003,371.5479431152344,66240,6.494058132171631,920,66139
-0.8553197699999999,72.0,3,18802,0.0003,356.5059814453125,66528,3.4406535625457764,924,66427
-0.85139763,72.0,3,18885,0.0003,357.3237609863281,66816,10.136783599853516,928,66715
-0.8538186199999999,72.0,3,18971,0.0003,361.6060791015625,67104,6.996503829956055,932,67003
-0.88030457,72.0,3,19042,0.0003,353.1739501953125,67392,12.49648666381836,936,67291
-0.8759391400000002,72.0,3,19119,0.0003,350.27789306640625,67680,6.411528587341309,940,67579
-0.85538872,72.0,3,19209,0.0003,350.3832092285156,67968,12.136133193969727,944,67867
-0.8393456499999999,72.0,3,19291,0.0003,346.50335693359375,68256,11.53013801574707,948,68155
-0.8385418400000002,72.0,3,19361,0.0003,342.7710876464844,68544,7.4396562576293945,952,68443
-0.8399200400000004,72.0,3,19445,0.0003,345.30194091796875,68832,6.561789035797119,956,68731
-0.8292921600000001,72.0,3,19537,0.0003,340.46929931640625,69120,1.6983511447906494,960,69019
-0.8360425300000002,72.0,3,19620,0.0003,337.8940124511719,69408,6.728418827056885,964,69307
-0.8523156599999999,72.0,3,19700,0.0003,338.93731689453125,69696,5.316296577453613,968,69595
-0.8198416499999999,72.0,3,19764,0.0003,334.33331298828125,69984,2.070805072784424,972,69883
-0.8298123600000001,72.0,3,19835,0.0003,331.9613037109375,70272,6.803101062774658,976,70171
-0.8218845600000002,72.0,3,19927,0.0003,326.0317077636719,70560,1.753232717514038,980,70459
-0.8486328999999999,72.0,3,20017,0.0003,339.01971435546875,70848,2.8331847190856934,984,70747
-0.8263646099999999,72.0,3,20105,0.0003,323.8505554199219,71136,2.506614923477173,988,71035
-0.8237350700000001,72.0,3,20191,0.0003,325.78662109375,71424,1.2491464614868164,992,71323
-0.8329404100000001,72.0,3,20273,0.0003,321.13055419921875,71712,4.079162120819092,996,71611
-0.80474941,72.0,3,20350,0.0003,319.9068603515625,72000,6.364790916442871,1000,71899
-0.8195489600000001,72.0,3,20448,0.0003,313.2791442871094,72288,1.7805486917495728,1004,72187
-0.8102900900000001,72.0,3,20530,0.0003,313.6424560546875,72576,3.0719549655914307,1008,72475
-0.7889746099999999,72.0,3,20625,0.0003,312.8108215332031,72864,4.5203423500061035,1012,72763
-0.8113716599999999,72.0,3,20726,0.0003,313.6265869140625,73152,8.381051063537598,1016,73051
-0.7927157500000002,72.0,3,20817,0.0003,302.5824890136719,73440,1.5403287410736084,1020,73339
-0.7953908799999999,72.0,3,20904,0.0003,300.1642150878906,73728,5.295246124267578,1024,73627
-0.8106628900000001,72.0,3,21001,0.0003,305.6531066894531,74016,5.816096305847168,1028,73915
-0.82624624,72.0,3,21100,0.0003,310.8793029785156,74304,2.8264760971069336,1032,74203
-0.81156796,72.0,3,21184,0.0003,303.1800842285156,74592,1.562029480934143,1036,74491
-0.82368892,72.0,3,21269,0.0003,292.80560302734375,74880,2.425222635269165,1040,74779
-0.82729556,72.0,3,21349,0.0003,293.2515869140625,75168,2.210000991821289,1044,75067
-0.8741387900000003,72.0,3,21432,0.0003,291.5035400390625,75456,4.706114292144775,1048,75355
-0.86913306,72.0,3,21528,0.0003,287.5218505859375,75744,0.8324716091156006,1052,75643
-0.8600870299999999,72.0,3,21619,0.0003,295.08380126953125,76032,1.1817954778671265,1056,75931
-0.8421513199999999,72.0,3,21711,0.0003,284.463623046875,76320,2.694334030151367,1060,76219
-0.8297707000000001,72.0,3,21795,0.0003,283.0213623046875,76608,33.80549621582031,1064,76507
-0.8391677700000002,72.0,3,21875,0.0003,286.96697998046875,76896,2.299734592437744,1068,76795
-0.84393098,72.0,3,21963,0.0003,287.1340637207031,77184,0.29410475492477417,1072,77083
-0.8324136799999999,72.0,3,22056,0.0003,279.15850830078125,77472,2.830507755279541,1076,77371
-0.8256842600000001,72.0,3,22148,0.0003,283.70367431640625,77760,3.009094715118408,1080,77659
-0.7937583,72.0,3,22234,0.0003,280.81781005859375,78048,0.4142082929611206,1084,77947
-0.8153852900000002,72.0,3,22322,0.0003,267.30255126953125,78336,0.9445627927780151,1088,78235
-0.80193169,72.0,3,22408,0.0003,277.3741760253906,78624,3.919142484664917,1092,78523
-0.79141554,72.0,3,22490,0.0003,269.43267822265625,78912,1.1391098499298096,1096,78811
-0.7876100600000001,72.0,3,22569,0.0003,267.265869140625,79200,1.1234593391418457,1100,79099
-0.7853484900000001,72.0,3,22657,0.0003,269.15447998046875,79488,1.5060559511184692,1104,79387
-0.7760424,72.0,3,22740,0.0003,266.7765808105469,79776,1.0032742023468018,1108,79675
-0.7837777300000002,72.0,3,22819,0.0003,266.4705810546875,80064,1.7493326663970947,1112,79963
-0.76934579,72.0,3,22896,0.0003,264.8857421875,80352,1.8926670551300049,1116,80251
-0.7848117100000002,72.0,3,22970,0.0003,252.94541931152344,80640,1.5718493461608887,1120,80539
-0.7984218300000002,72.0,3,23050,0.0003,262.09356689453125,80928,1.3683724403381348,1124,80827
-0.79725861,72.0,3,23145,0.0003,255.33395385742188,81216,1.7923327684402466,1128,81115
-0.78379179,72.0,3,23226,0.0003,256.12542724609375,81504,1.038238763809204,1132,81403
-0.8146233400000001,72.0,3,23316,0.0003,253.201171875,81792,0.8783578872680664,1136,81691
-0.7942852899999999,72.0,3,23398,0.0003,255.57069396972656,82080,0.9047523140907288,1140,81979
-0.8048379200000001,72.0,3,23486,0.0003,251.3012237548828,82368,0.37792372703552246,1144,82267
-0.7661211299999999,72.0,3,23565,0.0003,249.46585083007812,82656,1.4446059465408325,1148,82555
-0.7902779400000002,72.0,3,23650,0.0003,252.0675811767578,82944,0.8410733342170715,1152,82843
-0.8116458099999998,72.0,3,23744,0.0003,246.9532470703125,83232,1.2173075675964355,1156,83131
-0.82024136,72.0,3,23838,0.0003,249.25375366210938,83520,8.46707820892334,1160,83419
-0.8205589900000001,72.0,3,23914,0.0003,243.166748046875,83808,0.45285865664482117,1164,83707
-0.8123306800000002,72.0,3,23993,0.0003,244.1640167236328,84096,0.6271423697471619,1168,83995
-0.8421458000000002,72.0,3,24088,0.0003,240.5526580810547,84384,3.6325180530548096,1172,84283
