time/total_timesteps,time/time_elapsed,time/fps,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,train/learning_rate,train/n_updates,train/loss
207648,43496,4,0.3147616,168.0,1236,-3.6682247300000004,0.001,103320,1399702.015625
208320,43658,4,0.31254399999999993,168.0,1240,-3.74177929,0.001,103656,1685512.28125
208992,43815,4,0.3103263999999999,168.0,1244,-3.75896086,0.001,103992,1255027.28125
209664,43972,4,0.3081088000000002,168.0,1248,-3.66292962,0.001,104328,1224781.515625
210336,44132,4,0.30589120000000003,168.0,1252,-3.60540972,0.001,104664,1313704.65625
211008,44293,4,0.3036736000000001,168.0,1256,-3.5512688599999995,0.001,105000,1454175.578125
211680,44453,4,0.30145600000000006,168.0,1260,-3.47966964,0.001,105336,1345202.59375
212352,44614,4,0.2992384,168.0,1264,-3.5045019399999995,0.001,105672,1546562.90625
213024,44768,4,0.2970208,168.0,1268,-3.55786375,0.001,106008,1323866.84375
213696,44924,4,0.29480319999999993,168.0,1272,-3.6867826200000007,0.001,106344,1544315.0
214368,45084,4,0.2925856,168.0,1276,-3.7355971599999998,0.001,106680,1266492.75
215040,45238,4,0.29036799999999996,168.0,1280,-3.8363060799999995,0.001,107016,1437162.421875
215712,45398,4,0.2881503999999999,168.0,1284,-3.81477471,0.001,107352,1563692.65625
216384,45549,4,0.2859327999999999,168.0,1288,-3.80099696,0.001,107688,1292622.421875
217056,45719,4,0.28371519999999995,168.0,1292,-3.88482976,0.001,108024,1060885.90625
217728,45870,4,0.2814975999999999,168.0,1296,-3.9732622800000006,0.001,108360,999262.875
218400,46016,4,0.27927999999999986,168.0,1300,-3.9825924400000003,0.001,108696,1283496.15625
219072,46176,4,0.27706240000000004,168.0,1304,-3.8935251999999996,0.001,109032,1000423.296875
219744,46321,4,0.2748448,168.0,1308,-3.9401840600000004,0.001,109368,824028.703125
220416,46475,4,0.27262719999999996,168.0,1312,-3.8733742400000004,0.001,109704,1078936.03125
221088,46638,4,0.2704095999999999,168.0,1316,-3.83644356,0.001,110040,969487.546875
221760,46794,4,0.268192,168.0,1320,-3.8001640000000005,0.001,110376,886021.265625
222432,46950,4,0.26597440000000006,168.0,1324,-3.791105669999999,0.001,110712,959212.84375
223104,47110,4,0.2637568,168.0,1328,-3.79122839,0.001,111048,993140.0
223776,47262,4,0.2615392000000001,168.0,1332,-3.70882298,0.001,111384,960646.328125
224448,47413,4,0.25932160000000004,168.0,1336,-3.7270199799999997,0.001,111720,991018.265625
225120,47565,4,0.257104,168.0,1340,-3.63734505,0.001,112056,554682.5625
225792,47728,4,0.25488639999999996,168.0,1344,-3.5683160600000003,0.001,112392,677921.828125
226464,47878,4,0.2526688,168.0,1348,-3.6730778600000002,0.001,112728,894215.0
227136,48035,4,0.2504512,168.0,1352,-3.6293499000000002,0.001,113064,914904.4375
227808,48187,4,0.24823359999999994,168.0,1356,-3.69704958,0.001,113400,875443.53125
228480,48342,4,0.2460159999999999,168.0,1360,-3.74435057,0.001,113736,852116.328125
229152,48495,4,0.24379839999999986,168.0,1364,-3.7154954799999995,0.001,114072,774936.078125
229824,48655,4,0.24158079999999993,168.0,1368,-3.6553923,0.001,114408,793118.109375
230496,48820,4,0.2393631999999999,168.0,1372,-3.5789583899999995,0.001,114744,599970.09375
231168,48960,4,0.23714559999999985,168.0,1376,-3.5543055800000003,0.001,115080,720280.828125
231840,49119,4,0.23492800000000003,168.0,1380,-3.5732888799999993,0.001,115416,509516.375
232512,49279,4,0.23271039999999998,168.0,1384,-3.48777149,0.001,115752,726568.078125
233184,49447,4,0.23049279999999994,168.0,1388,-3.52922473,0.001,116088,586827.046875
233856,49609,4,0.2282751999999999,168.0,1392,-3.4258448500000003,0.001,116424,560906.046875
234528,49752,4,0.22605760000000008,168.0,1396,-3.38885153,0.001,116760,519195.9765625
235200,49923,4,0.22384000000000004,168.0,1400,-3.34456135,0.001,117096,587697.265625
235872,50080,4,0.2216224000000001,168.0,1404,-3.4937385499999998,0.001,117432,524829.921875
236544,50244,4,0.21940480000000007,168.0,1408,-3.51146166,0.001,117768,493198.078125
237216,50410,4,0.21718720000000002,168.0,1412,-3.59972448,0.001,118104,668874.421875
237888,50565,4,0.21496959999999998,168.0,1416,-3.70851185,0.001,118440,435832.703125
238560,50728,4,0.21275200000000005,168.0,1420,-3.6849349600000005,0.001,118776,574318.5234375
239232,50895,4,0.2105344,168.0,1424,-3.6423046000000006,0.001,119112,449136.1484375
239904,51065,4,0.20831679999999997,168.0,1428,-3.6094258999999997,0.001,119448,483804.796875
240576,51226,4,0.20609919999999993,168.0,1432,-3.69040005,0.001,119784,435597.9765625
241248,51393,4,0.20388159999999989,168.0,1436,-3.6791330300000005,0.001,120120,401516.6796875
241920,51554,4,0.20166399999999995,168.0,1440,-3.7065766299999994,0.001,120456,403784.7265625
242592,51716,4,0.1994463999999999,168.0,1444,-3.751179809999999,0.001,120792,407506.234375
243264,51883,4,0.19722879999999987,168.0,1448,-3.68797367,0.001,121128,288818.75
243936,52054,4,0.19501120000000005,168.0,1452,-3.75257789,0.001,121464,324584.9375
244608,52216,4,0.1927936,168.0,1456,-3.7748034200000005,0.001,121800,370072.3046875
245280,52376,4,0.19057599999999997,168.0,1460,-3.80762441,0.001,122136,340088.8984375
245952,52526,4,0.18835839999999993,168.0,1464,-3.8866960599999993,0.001,122472,266241.30078125
246624,52685,4,0.1861408,168.0,1468,-3.94180175,0.001,122808,264359.7421875
247296,52854,4,0.18392320000000006,168.0,1472,-3.93563967,0.001,123144,304793.95703125
247968,53019,4,0.18170560000000013,168.0,1476,-3.9813812899999994,0.001,123480,255437.3046875
248640,53184,4,0.1794880000000001,168.0,1480,-3.96633062,0.001,123816,301128.5703125
249312,53346,4,0.17727040000000005,168.0,1484,-4.06432245,0.001,124152,209613.90625
249984,53512,4,0.1750528,168.0,1488,-4.09633851,0.001,124488,230201.73046875
250656,53665,4,0.17283519999999997,168.0,1492,-4.21252958,0.001,124824,253987.62109375
251328,53824,4,0.17061760000000004,168.0,1496,-4.308045160000001,0.001,125160,227984.98046875
252000,53974,4,0.1684,168.0,1500,-4.30566409,0.001,125496,219729.609375
252672,54142,4,0.16618239999999984,168.0,1504,-4.27510809,0.001,125832,196109.171875
253344,54316,4,0.1639647999999999,168.0,1508,-4.25841655,0.001,126168,202434.63671875
254016,54484,4,0.16174719999999998,168.0,1512,-4.27027033,0.001,126504,150793.341796875
254688,54639,4,0.15952959999999994,168.0,1516,-4.305464129999999,0.001,126840,155268.98046875
255360,54797,4,0.157312,168.0,1520,-4.43984882,0.001,127176,173181.73828125
256032,54957,4,0.15509440000000008,168.0,1524,-4.49828816,0.001,127512,156110.83984375
256704,55097,4,0.15287680000000003,168.0,1528,-4.555315050000001,0.001,127848,168641.05859375
257376,55241,4,0.15065919999999988,168.0,1532,-4.535253190000001,0.001,128184,157489.58984375
258048,55372,4,0.14844159999999995,168.0,1536,-4.65075377,0.001,128520,180942.19921875
258720,55507,4,0.14622400000000002,168.0,1540,-4.666409509999999,0.001,128856,153501.6328125
259392,55650,4,0.14400639999999998,168.0,1544,-4.72973147,0.001,129192,134727.837890625
260064,55776,4,0.14178879999999983,168.0,1548,-4.8981484,0.001,129528,114700.9296875
260736,55931,4,0.1395711999999999,168.0,1552,-4.87586938,0.001,129864,137771.625
261408,56079,4,0.13735360000000008,168.0,1556,-4.8498105,0.001,130200,152336.013671875
262080,56233,4,0.13513599999999992,168.0,1560,-4.859007040000001,0.001,130536,116983.74609375
262752,56390,4,0.1329184,168.0,1564,-4.85257508,0.001,130872,113831.16015625
263424,56541,4,0.13070080000000006,168.0,1568,-4.944980780000002,0.001,131208,98680.728515625
264096,56684,4,0.12848320000000002,168.0,1572,-5.01773733,0.001,131544,98695.951171875
264768,56824,4,0.12626559999999987,168.0,1576,-5.07098169,0.001,131880,96112.12109375
265440,56950,4,0.12404799999999994,168.0,1580,-5.13300515,0.001,132216,101306.12109375
266112,57101,4,0.1218304,168.0,1584,-5.05108987,0.001,132552,80989.3203125
266784,57261,4,0.11961279999999985,168.0,1588,-5.04318304,0.001,132888,83846.3984375
267456,57411,4,0.11739519999999981,168.0,1592,-4.96144414,0.001,133224,74482.0634765625
268128,57576,4,0.1151776000000001,168.0,1596,-4.9667385,0.001,133560,79668.6611328125
268800,57744,4,0.11296000000000006,168.0,1600,-4.94630468,0.001,133896,71835.111328125
269472,57904,4,0.11074239999999991,168.0,1604,-4.9444121700000006,0.001,134232,54892.1005859375
270144,58061,4,0.10852479999999998,168.0,1608,-4.91809105,0.001,134568,62582.5380859375
270816,58216,4,0.10630720000000005,168.0,1612,-4.9115874800000014,0.001,134904,70220.30078125
271488,58354,4,0.1040895999999999,168.0,1616,-4.921568049999999,0.001,135240,58334.5517578125
272160,58510,4,0.10187199999999985,168.0,1620,-4.859715689999999,0.001,135576,65935.5703125
272832,58671,4,0.09965439999999992,168.0,1624,-4.8661175000000005,0.001,135912,51293.23046875
273504,58836,4,0.09743679999999999,168.0,1628,-4.792236239999999,0.001,136248,50322.4521484375
274176,58978,4,0.09521919999999995,168.0,1632,-4.86074387,0.001,136584,61195.7724609375
274848,59102,4,0.09300160000000002,168.0,1636,-4.7790884799999995,0.001,136920,68721.09765625
275520,59248,4,0.09078400000000009,168.0,1640,-4.794975730000001,0.001,137256,61420.595703125
276192,59401,4,0.08856640000000005,168.0,1644,-4.8087357100000006,0.001,137592,55093.248046875
276864,59548,4,0.08634879999999989,168.0,1648,-4.64561754,0.001,137928,45721.49609375
277536,59692,4,0.08413119999999996,168.0,1652,-4.67239324,0.001,138264,50460.4677734375
278208,59844,4,0.08191360000000003,168.0,1656,-4.7508155499999996,0.001,138600,47500.478515625
278880,59979,4,0.07969599999999988,168.0,1660,-4.704807570000001,0.001,138936,42856.5771484375
279552,60139,4,0.07747839999999984,168.0,1664,-4.673006259999999,0.001,139272,43312.259765625
280224,60288,4,0.07526080000000013,168.0,1668,-4.50468874,0.001,139608,46155.89453125
280896,60445,4,0.07304320000000009,168.0,1672,-4.391958899999999,0.001,139944,38571.49267578125
281568,60593,4,0.07082559999999993,168.0,1676,-4.30801325,0.001,140280,35297.224609375
282240,60746,4,0.068608,168.0,1680,-4.1990076599999995,0.001,140616,37681.2177734375
282912,60895,4,0.06639040000000007,168.0,1684,-4.218848749999999,0.001,140952,41900.7197265625
283584,61026,4,0.06417279999999992,168.0,1688,-4.2985626,0.001,141288,48761.8671875
284256,61160,4,0.06195519999999988,168.0,1692,-4.32491088,0.001,141624,30355.517822265625
284928,61303,4,0.059737599999999946,168.0,1696,-4.2511843,0.001,141960,34793.99609375
285600,61439,4,0.057520000000000016,168.0,1700,-4.343346930000001,0.001,142296,30579.48583984375
286272,61575,4,0.05530239999999986,168.0,1704,-4.37994016,0.001,142632,31063.19482421875
286944,61708,4,0.05308480000000004,168.0,1708,-4.47070616,0.001,142968,37956.2666015625
287616,61852,4,0.05086720000000011,168.0,1712,-4.466592589999999,0.001,143304,30149.2197265625
288288,62001,4,0.04864959999999996,168.0,1716,-4.35994054,0.001,143640,38144.099609375
288960,62148,4,0.04643199999999992,168.0,1720,-4.3624565,0.001,143976,27341.04638671875
289632,62285,4,0.04421439999999999,168.0,1724,-4.311411789999999,0.001,144312,26862.37109375
290304,62439,4,0.041996800000000056,168.0,1728,-4.39240869,0.001,144648,20191.0107421875
290976,62590,4,0.039779199999999904,168.0,1732,-4.321249959999999,0.001,144984,25972.80810546875
291648,62741,4,0.03756159999999986,168.0,1736,-4.361551840000001,0.001,145320,24507.9375
292320,62890,4,0.03534399999999993,168.0,1740,-4.31761578,0.001,145656,23071.8798828125
292992,63023,4,0.0331264,168.0,1744,-4.2521686899999995,0.001,145992,22568.60595703125
293664,63174,4,0.03090879999999996,168.0,1748,-4.21928619,0.001,146328,22232.248046875
294336,63318,4,0.028691200000000028,168.0,1752,-4.27681305,0.001,146664,27765.21875
295008,63469,4,0.026473600000000097,168.0,1756,-4.18702186,0.001,147000,23616.34716796875
295680,63626,4,0.024255999999999944,168.0,1760,-4.19119613,0.001,147336,26436.2685546875
296352,63764,4,0.022038399999999903,168.0,1764,-4.270527499999999,0.001,147672,26019.212890625
297024,63916,4,0.019820799999999972,168.0,1768,-4.27685362,0.001,148008,24532.31884765625
297696,64070,4,0.01760320000000004,168.0,1772,-4.368756149999999,0.001,148344,23100.0576171875
298368,64221,4,0.015385599999999888,168.0,1776,-4.3656114200000005,0.001,148680,21247.354736328125
299040,64391,4,0.013168000000000069,168.0,1780,-4.32776908,0.001,149016,18035.875732421875
299712,64540,4,0.010950400000000138,168.0,1784,-4.37567512,0.001,149352,17488.893310546875
300384,64688,4,0.01,168.0,1788,-4.27835656,0.001,149688,17883.2353515625
301056,64831,4,0.01,168.0,1792,-4.22656276,0.001,150024,16222.74951171875
301728,64970,4,0.01,168.0,1796,-4.16952273,0.001,150360,20483.65869140625
302400,65118,4,0.01,168.0,1800,-4.16032844,0.001,150696,14329.293212890625
303072,65247,4,0.01,168.0,1804,-4.086083339999999,0.001,151032,21381.1787109375
303744,65378,4,0.01,168.0,1808,-3.98909965,0.001,151368,13982.673095703125
304416,65514,4,0.01,168.0,1812,-3.97629665,0.001,151704,15384.9716796875
305088,65648,4,0.01,168.0,1816,-3.94103693,0.001,152040,13235.5791015625
305760,65783,4,0.01,168.0,1820,-3.9269566099999995,0.001,152376,16650.427490234375
306432,65899,4,0.01,168.0,1824,-4.006676290000001,0.001,152712,15076.59619140625
307104,66048,4,0.01,168.0,1828,-3.94085576,0.001,153048,17212.7197265625
307776,66173,4,0.01,168.0,1832,-4.0997767199999995,0.001,153384,16360.8564453125
308448,66297,4,0.01,168.0,1836,-4.15814005,0.001,153720,19817.0791015625
309120,66419,4,0.01,168.0,1840,-4.29118085,0.001,154056,13602.07177734375
309792,66523,4,0.01,168.0,1844,-4.31184726,0.001,154392,12702.37255859375
310464,66614,4,0.01,168.0,1848,-4.3099970700000005,0.001,154728,13161.3583984375
311136,66693,4,0.01,168.0,1852,-4.24560648,0.001,155064,15237.47900390625
311808,66779,4,0.01,168.0,1856,-4.21380648,0.001,155400,10315.302734375
312480,66858,4,0.01,168.0,1860,-4.23785935,0.001,155736,14029.716796875
313152,66939,4,0.01,168.0,1864,-4.177752249999999,0.001,156072,16024.127685546875
313824,67019,4,0.01,168.0,1868,-4.20099779,0.001,156408,10801.081787109375
314496,67119,4,0.01,168.0,1872,-4.07978047,0.001,156744,10607.53271484375
315168,67203,4,0.01,168.0,1876,-4.109981370000001,0.001,157080,15828.1787109375
315840,67294,4,0.01,168.0,1880,-4.20332887,0.001,157416,16085.697021484375
316512,67373,4,0.01,168.0,1884,-4.18825068,0.001,157752,12836.539306640625
317184,67448,4,0.01,168.0,1888,-4.234868710000001,0.001,158088,15914.176025390625
317856,67530,4,0.01,168.0,1892,-4.27312274,0.001,158424,13966.7763671875
318528,67597,4,0.01,168.0,1896,-4.391462530000001,0.001,158760,11944.7421875
319200,67675,4,0.01,168.0,1900,-4.26918324,0.001,159096,15412.836181640625
319872,67742,4,0.01,168.0,1904,-4.238891169999999,0.001,159432,13492.4951171875
320544,67812,4,0.01,168.0,1908,-4.37397306,0.001,159768,12886.95654296875
321216,67892,4,0.01,168.0,1912,-4.342800110000001,0.001,160104,12006.6796875
321888,67970,4,0.01,168.0,1916,-4.364211060000001,0.001,160440,12963.377075195312
322560,68062,4,0.01,168.0,1920,-4.41127509,0.001,160776,12054.836669921875
323232,68147,4,0.01,168.0,1924,-4.2731189800000005,0.001,161112,11664.033203125
323904,68236,4,0.01,168.0,1928,-4.308729499999999,0.001,161448,13360.46337890625
324576,68317,4,0.01,168.0,1932,-4.155072999999999,0.001,161784,10723.27001953125
325248,68402,4,0.01,168.0,1936,-4.07173934,0.001,162120,9631.267333984375
325920,68471,4,0.01,168.0,1940,-4.0225892199999995,0.001,162456,9126.37939453125
326592,68564,4,0.01,168.0,1944,-3.9692405599999994,0.001,162792,7353.83740234375
327264,68645,4,0.01,168.0,1948,-4.052148999999999,0.001,163128,9719.533935546875
327936,68729,4,0.01,168.0,1952,-4.008213489999999,0.001,163464,9578.497802734375
328608,68803,4,0.01,168.0,1956,-4.10148825,0.001,163800,7107.2301025390625
329280,68884,4,0.01,168.0,1960,-4.07027817,0.001,164136,10579.154174804688
329952,68960,4,0.01,168.0,1964,-4.078902960000001,0.001,164472,7395.275146484375
330624,69033,4,0.01,168.0,1968,-4.134196859999999,0.001,164808,8617.828491210938
331296,69101,4,0.01,168.0,1972,-4.19806853,0.001,165144,10005.454956054688
331968,69184,4,0.01,168.0,1976,-4.20926378,0.001,165480,7704.3155517578125
332640,69266,4,0.01,168.0,1980,-4.22529501,0.001,165816,6962.62353515625
333312,69333,4,0.01,168.0,1984,-4.32516309,0.001,166152,9071.599609375
333984,69409,4,0.01,168.0,1988,-4.330340629999999,0.001,166488,6102.74072265625
334656,69483,4,0.01,168.0,1992,-4.3529046099999995,0.001,166824,7187.0994873046875
335328,69561,4,0.01,168.0,1996,-4.28662041,0.001,167160,9205.570922851562
336000,69635,4,0.01,168.0,2000,-4.45808975,0.001,167496,8713.675415039062
336672,69711,4,0.01,168.0,2004,-4.45146829,0.001,167832,5904.0230712890625
337344,69796,4,0.01,168.0,2008,-4.2900997,0.001,168168,7920.0340576171875
338016,69878,4,0.01,168.0,2012,-4.37277129,0.001,168504,6380.114013671875
338688,69956,4,0.01,168.0,2016,-4.34090724,0.001,168840,5813.49462890625
339360,70034,4,0.01,168.0,2020,-4.20013098,0.001,169176,7713.7176513671875
340032,70108,4,0.01,168.0,2024,-4.315621139999999,0.001,169512,6961.4356689453125
340704,70189,4,0.01,168.0,2028,-4.306936530000001,0.001,169848,6114.448974609375
341376,70272,4,0.01,168.0,2032,-4.3149051300000005,0.001,170184,5972.2674560546875
342048,70362,4,0.01,168.0,2036,-4.207887250000001,0.001,170520,8468.32666015625
